Comment,clean_text,lower_text,normalized_text,stopwords_text,tokenized_text,stemmed_text,label,polarity_score,polarity
Private jet itu bukannya hasil gratifikasi ya bg ya :),Private jet itu bukannya hasil gratifikasi ya bg ya,private jet itu bukannya hasil gratifikasi ya bg ya,private jet itu bukannya hasil gratifikasi ya bg ya,private jet itu bukannya hasil gratifikasi bg,"['private', 'jet', 'itu', 'bukannya', 'hasil', 'gratifikasi', 'bg']","['private', 'jet', 'itu', 'bukan', 'hasil', 'gratifikasi', 'bg']","['private', 'jet', 'itu', 'bukan', 'hasil', 'gratifikasi', 'bg']",0,1
"Fufufafa itu akun ghoib politik mas gibran dimasa pilpres 2014 - 2019 karena persaingan capres yg bgituu ketat dimasa itu dan masing"" kubu capres pasti punya lah akun"" ghoib kyaak fufufafa bgituu
Cuman ini permasalahan nya karena mas gibran anak presiden yg sudah berkolaborasi dgn pak prabowo subianto tujuan nya ngorek akun fufufafa adalah utk membangkitkan amarah emosi prabowo yg seperti dahulu
Nah mas kaesang anak presiden sekaligus ketum partai naek private jet salah nya dmn???
Apakah mas kaesang lg tersandung korupsi dan ada indikasi grarifikasi thd pejabat penegak hukum???
Dikampung ane anak pak kades naek private jet biasaa ajaa tuh
Hehe 😅😂🤣😜🤪",Fufufafa itu akun ghoib politik mas gibran dimasa pilpres 2014 2019 karena persaingan capres yg bgituu ketat dimasa itu dan masing kubu capres pasti punya lah akun ghoib kyaak fufufafa bgituu Cuman ini permasalahan nya karena mas gibran anak presiden yg sudah berkolaborasi dgn pak prabowo subianto tujuan nya ngorek akun fufufafa adalah utk membangkitkan amarah emosi prabowo yg seperti dahulu Nah mas kaesang anak presiden sekaligus ketum partai naek private jet salah nya dmn Apakah mas kaesang lg tersandung korupsi dan ada indikasi grarifikasi thd pejabat penegak hukum Dikampung ane anak pak kades naek private jet biasaa ajaa tuh Hehe,fufufafa itu akun ghoib politik mas gibran dimasa pilpres 2014 2019 karena persaingan capres yg bgituu ketat dimasa itu dan masing kubu capres pasti punya lah akun ghoib kyaak fufufafa bgituu cuman ini permasalahan nya karena mas gibran anak presiden yg sudah berkolaborasi dgn pak prabowo subianto tujuan nya ngorek akun fufufafa adalah utk membangkitkan amarah emosi prabowo yg seperti dahulu nah mas kaesang anak presiden sekaligus ketum partai naek private jet salah nya dmn apakah mas kaesang lg tersandung korupsi dan ada indikasi grarifikasi thd pejabat penegak hukum dikampung ane anak pak kades naek private jet biasaa ajaa tuh hehe,fufufafa itu akun ghoib politik mas gibran dimasa pilpres 2014 2019 karena persaingan capres yang bgituu ketat dimasa itu dan masing kubu capres pasti punya lah akun ghoib kyaak fufufafa bgituu cuman ini permasalahan nya karena mas gibran anak presiden yang sudah berkolaborasi dengan pak prabowo subianto tujuan nya ngorek akun fufufafa adalah untuk membangkitkan amarah emosi prabowo yang seperti dahulu nah mas kaesang anak presiden sekaligus ketum partai naek private jet salah nya di mana apakah mas kaesang lagi tersandung korupsi dan ada indikasi grarifikasi thd pejabat penegak hukum dikampung ane anak pak kades naek private jet biasaa ajaa tuh hehe,fufufafa itu akun ghoib politik mas gibran dimasa pilpres 2014 2019 karena persaingan capres bgituu ketat dimasa itu masing kubu capres pasti punya lah akun ghoib kyaak fufufafa bgituu cuman ini permasalahan karena mas gibran anak presiden sudah berkolaborasi pak prabowo subianto tujuan ngorek akun fufufafa membangkitkan amarah emosi prabowo seperti dahulu nah mas kaesang anak presiden sekaligus ketum partai naek private jet salah mana apakah mas kaesang lagi tersandung korupsi ada indikasi grarifikasi thd pejabat penegak hukum dikampung ane anak pak kades naek private jet biasaa ajaa hehe,"['fufufafa', 'itu', 'akun', 'ghoib', 'politik', 'mas', 'gibran', 'dimasa', 'pilpres', '2014', '2019', 'karena', 'persaingan', 'capres', 'bgituu', 'ketat', 'dimasa', 'itu', 'masing', 'kubu', 'capres', 'pasti', 'punya', 'lah', 'akun', 'ghoib', 'kyaak', 'fufufafa', 'bgituu', 'cuman', 'ini', 'permasalahan', 'karena', 'mas', 'gibran', 'anak', 'presiden', 'sudah', 'berkolaborasi', 'pak', 'prabowo', 'subianto', 'tujuan', 'ngorek', 'akun', 'fufufafa', 'membangkitkan', 'amarah', 'emosi', 'prabowo', 'seperti', 'dahulu', 'nah', 'mas', 'kaesang', 'anak', 'presiden', 'sekaligus', 'ketum', 'partai', 'naek', 'private', 'jet', 'salah', 'mana', 'apakah', 'mas', 'kaesang', 'lagi', 'tersandung', 'korupsi', 'ada', 'indikasi', 'grarifikasi', 'thd', 'pejabat', 'penegak', 'hukum', 'dikampung', 'ane', 'anak', 'pak', 'kades', 'naek', 'private', 'jet', 'biasaa', 'ajaa', 'hehe']","['fufufafa', 'itu', 'akun', 'ghoib', 'politik', 'mas', 'gibran', 'masa', 'pilpres', '2014', '2019', 'karena', 'saing', 'capres', 'bgituu', 'ketat', 'masa', 'itu', 'masing', 'kubu', 'capres', 'pasti', 'punya', 'lah', 'akun', 'ghoib', 'kyaak', 'fufufafa', 'bgituu', 'cuman', 'ini', 'masalah', 'karena', 'mas', 'gibran', 'anak', 'presiden', 'sudah', 'kolaborasi', 'pak', 'prabowo', 'subianto', 'tuju', 'ngorek', 'akun', 'fufufafa', 'bangkit', 'amarah', 'emosi', 'prabowo', 'seperti', 'dahulu', 'nah', 'mas', 'kaesang', 'anak', 'presiden', 'sekaligus', 'tum', 'partai', 'naek', 'private', 'jet', 'salah', 'mana', 'apakah', 'mas', 'kaesang', 'lagi', 'sandung', 'korupsi', 'ada', 'indikasi', 'grarifikasi', 'thd', 'jabat', 'tegak', 'hukum', 'kampung', 'ane', 'anak', 'pak', 'kades', 'naek', 'private', 'jet', 'biasaa', 'ajaa', 'hehe']","['fufufafa', 'itu', 'akun', 'ghoib', 'politik', 'mas', 'gibran', 'masa', 'pilpres', '2014', '2019', 'karena', 'saing', 'capres', 'bgituu', 'ketat', 'masa', 'itu', 'masing', 'kubu', 'capres', 'pasti', 'punya', 'lah', 'akun', 'ghoib', 'kyaak', 'fufufafa', 'bgituu', 'cuman', 'ini', 'masalah', 'karena', 'mas', 'gibran', 'anak', 'presiden', 'sudah', 'kolaborasi', 'pak', 'prabowo', 'subianto', 'tuju', 'ngorek', 'akun', 'fufufafa', 'bangkit', 'amarah', 'emosi', 'prabowo', 'seperti', 'dahulu', 'nah', 'mas', 'kaesang', 'anak', 'presiden', 'sekaligus', 'tum', 'partai', 'naek', 'private', 'jet', 'salah', 'mana', 'apakah', 'mas', 'kaesang', 'lagi', 'sandung', 'korupsi', 'ada', 'indikasi', 'grarifikasi', 'thd', 'jabat', 'tegak', 'hukum', 'kampung', 'ane', 'anak', 'pak', 'kades', 'naek', 'private', 'jet', 'biasaa', 'ajaa', 'hehe']",-41,0
"Pesimis sy kalo dlm 22 tahun Indonesia menjadi tahun emas 2045, krn msh banyak faktor perikehidupan masy kita yg hrs berubah khususnya tindakan hukuman bagi koruptor sec efektif. Atau sekalian adanya perubahan sistim kenegaraan yg memilah mana terkait kepemerintahan dan mana yg milik negara.",Pesimis sy kalo dlm 22 tahun Indonesia menjadi tahun emas 2045 krn msh banyak faktor perikehidupan masy kita yg hrs berubah khususnya tindakan hukuman bagi koruptor sec efektif Atau sekalian adanya perubahan sistim kenegaraan yg memilah mana terkait kepemerintahan dan mana yg milik negara,pesimis sy kalo dlm 22 tahun indonesia menjadi tahun emas 2045 krn msh banyak faktor perikehidupan masy kita yg hrs berubah khususnya tindakan hukuman bagi koruptor sec efektif atau sekalian adanya perubahan sistim kenegaraan yg memilah mana terkait kepemerintahan dan mana yg milik negara,pesimis saya kalo dalam 22 tahun indonesia menjadi tahun emas 2045 karena msh banyak faktor perikehidupan masy kita yang hrs berubah khususnya tindakan hukuman bagi koruptor sec efektif atau sekalian adanya perubahan sistim kenegaraan yang memilah mana terkait kepemerintahan dan mana yang milik negara,pesimis saya kalo dalam 22 tahun indonesia menjadi tahun emas 2045 karena msh banyak faktor perikehidupan masy kita hrs berubah khususnya tindakan hukuman bagi koruptor sec efektif sekalian adanya perubahan sistim kenegaraan memilah mana terkait kepemerintahan mana milik negara,"['pesimis', 'saya', 'kalo', 'dalam', '22', 'tahun', 'indonesia', 'menjadi', 'tahun', 'emas', '2045', 'karena', 'msh', 'banyak', 'faktor', 'perikehidupan', 'masy', 'kita', 'hrs', 'berubah', 'khususnya', 'tindakan', 'hukuman', 'bagi', 'koruptor', 'sec', 'efektif', 'sekalian', 'adanya', 'perubahan', 'sistim', 'kenegaraan', 'memilah', 'mana', 'terkait', 'kepemerintahan', 'mana', 'milik', 'negara']","['pesimis', 'saya', 'kalo', 'dalam', '22', 'tahun', 'indonesia', 'jadi', 'tahun', 'emas', '2045', 'karena', 'msh', 'banyak', 'faktor', 'perikehidupan', 'masy', 'kita', 'hrs', 'ubah', 'khusus', 'tindak', 'hukum', 'bagi', 'koruptor', 'sec', 'efektif', 'sekali', 'ada', 'ubah', 'sistim', 'negara', 'mem', 'mana', 'kait', 'perintah', 'mana', 'milik', 'negara']","['pesimis', 'saya', 'kalo', 'dalam', '22', 'tahun', 'indonesia', 'jadi', 'tahun', 'emas', '2045', 'karena', 'msh', 'banyak', 'faktor', 'perikehidupan', 'masy', 'kita', 'hrs', 'ubah', 'khusus', 'tindak', 'hukum', 'bagi', 'koruptor', 'sec', 'efektif', 'sekali', 'ada', 'ubah', 'sistim', 'negara', 'mem', 'mana', 'kait', 'perintah', 'mana', 'milik', 'negara']",-3,0
"Indonesia 2045 emas itu angan-angan kalau sdm nya gak berkembang, mulai dari rakyat biasa sampai ke pemimpinnya. Rakyat biasa yang masih suka melanggar dan pejabat yang hasil titipan benar-benar menghambat perkembangan negara",Indonesia 2045 emas itu anganangan kalau sdm nya gak berkembang mulai dari rakyat biasa sampai ke pemimpinnya Rakyat biasa yang masih suka melanggar dan pejabat yang hasil titipan benarbenar menghambat perkembangan negara,indonesia 2045 emas itu anganangan kalau sdm nya gak berkembang mulai dari rakyat biasa sampai ke pemimpinnya rakyat biasa yang masih suka melanggar dan pejabat yang hasil titipan benarbenar menghambat perkembangan negara,indonesia 2045 emas itu anganangan kalau sdm nya tidak berkembang mulai dari rakyat biasa sampai ke pemimpinnya rakyat biasa yang masih suka melanggar dan pejabat yang hasil titipan benarbenar menghambat perkembangan negara,indonesia 2045 emas itu anganangan kalau sdm tidak berkembang mulai dari rakyat biasa sampai pemimpinnya rakyat biasa masih suka melanggar pejabat hasil titipan benarbenar menghambat perkembangan negara,"['indonesia', '2045', 'emas', 'itu', 'anganangan', 'kalau', 'sdm', 'tidak', 'berkembang', 'mulai', 'dari', 'rakyat', 'biasa', 'sampai', 'pemimpinnya', 'rakyat', 'biasa', 'masih', 'suka', 'melanggar', 'pejabat', 'hasil', 'titipan', 'benarbenar', 'menghambat', 'perkembangan', 'negara']","['indonesia', '2045', 'emas', 'itu', 'anganangan', 'kalau', 'sdm', 'tidak', 'kembang', 'mulai', 'dari', 'rakyat', 'biasa', 'sampai', 'pimpin', 'rakyat', 'biasa', 'masih', 'suka', 'langgar', 'jabat', 'hasil', 'titip', 'benarbenar', 'hambat', 'kembang', 'negara']","['indonesia', '2045', 'emas', 'itu', 'anganangan', 'kalau', 'sdm', 'tidak', 'kembang', 'mulai', 'dari', 'rakyat', 'biasa', 'sampai', 'pimpin', 'rakyat', 'biasa', 'masih', 'suka', 'langgar', 'jabat', 'hasil', 'titip', 'benarbenar', 'hambat', 'kembang', 'negara']",-12,0
Gmna Indonesia mau negara emas kalok koruptor masih merajalela 🗿,Gmna Indonesia mau negara emas kalok koruptor masih merajalela,gmna indonesia mau negara emas kalok koruptor masih merajalela,gimana indonesia mau negara emas kalok koruptor masih merajalela,gimana indonesia mau negara emas kalok koruptor masih merajalela,"['gimana', 'indonesia', 'mau', 'negara', 'emas', 'kalok', 'koruptor', 'masih', 'merajalela']","['gimana', 'indonesia', 'mau', 'negara', 'emas', 'kalok', 'koruptor', 'masih', 'rajalela']","['gimana', 'indonesia', 'mau', 'negara', 'emas', 'kalok', 'koruptor', 'masih', 'rajalela']",4,1
"Kalkulator mu manusia tidak sampai 
Kalkulator Allah g ada yg g mungkin 😊",Kalkulator mu manusia tidak sampai Kalkulator Allah g ada yg g mungkin,kalkulator mu manusia tidak sampai kalkulator allah g ada yg g mungkin,kalkulator mu manusia tidak sampai kalkulator allah g ada yang g mungkin,kalkulator mu manusia tidak sampai kalkulator allah g ada g mungkin,"['kalkulator', 'mu', 'manusia', 'tidak', 'sampai', 'kalkulator', 'allah', 'g', 'ada', 'g', 'mungkin']","['kalkulator', 'mu', 'manusia', 'tidak', 'sampai', 'kalkulator', 'allah', 'g', 'ada', 'g', 'mungkin']","['kalkulator', 'mu', 'manusia', 'tidak', 'sampai', 'kalkulator', 'allah', 'g', 'ada', 'g', 'mungkin']",1,1
Pendukung mulyono masih tidur kah ?,Pendukung mulyono masih tidur kah,pendukung mulyono masih tidur kah,pendukung mulyono masih tidur kah,pendukung mulyono masih tidur,"['pendukung', 'mulyono', 'masih', 'tidur']","['dukung', 'mulyono', 'masih', 'tidur']","['dukung', 'mulyono', 'masih', 'tidur']",4,1
Mantap Bang Ray,Mantap Bang Ray,mantap bang ray,mantap bang ray,mantap bang ray,"['mantap', 'bang', 'ray']","['mantap', 'bang', 'ray']","['mantap', 'bang', 'ray']",5,1
lanjutin manga jimoto no ijimekko min,lanjutin manga jimoto no ijimekko min,lanjutin manga jimoto no ijimekko min,lanjutin manga jimoto no ijimekko min,lanjutin manga jimoto no ijimekko min,"['lanjutin', 'manga', 'jimoto', 'no', 'ijimekko', 'min']","['lanjutin', 'manga', 'jimoto', 'no', 'ijimekko', 'min']","['lanjutin', 'manga', 'jimoto', 'no', 'ijimekko', 'min']",0,1
"Modal yakin aja pantes gak maju maju,, coba analisis kayak Raymond ini bisa cepat maju",Modal yakin aja pantes gak maju maju coba analisis kayak Raymond ini bisa cepat maju,modal yakin aja pantes gak maju maju coba analisis kayak raymond ini bisa cepat maju,modal yakin saja pantes tidak maju maju coba analisis kayak raymond ini bisa cepat maju,modal yakin saja pantes tidak maju maju coba analisis kayak raymond ini bisa cepat maju,"['modal', 'yakin', 'saja', 'pantes', 'tidak', 'maju', 'maju', 'coba', 'analisis', 'kayak', 'raymond', 'ini', 'bisa', 'cepat', 'maju']","['modal', 'yakin', 'saja', 'pantes', 'tidak', 'maju', 'maju', 'coba', 'analisis', 'kayak', 'raymond', 'ini', 'bisa', 'cepat', 'maju']","['modal', 'yakin', 'saja', 'pantes', 'tidak', 'maju', 'maju', 'coba', 'analisis', 'kayak', 'raymond', 'ini', 'bisa', 'cepat', 'maju']",-6,0
"Korupnya menang
Janji kampanye menang
Neponya menang
Daftar cpns menang
Bangunan Sekolah² menang
Menang semua deh
Kalah cuma di SDA dan kemakmuran",Korupnya menang Janji kampanye menang Neponya menang Daftar cpns menang Bangunan Sekolah menang Menang semua deh Kalah cuma di SDA dan kemakmuran,korupnya menang janji kampanye menang neponya menang daftar cpns menang bangunan sekolah menang menang semua deh kalah cuma di sda dan kemakmuran,korupnya menang janji kampanye menang neponya menang daftar cpns menang bangunan sekolah menang menang semua deh kalah hanya di sda dan kemakmuran,korupnya menang janji kampanye menang neponya menang daftar cpns menang bangunan sekolah menang menang semua deh kalah hanya sda kemakmuran,"['korupnya', 'menang', 'janji', 'kampanye', 'menang', 'neponya', 'menang', 'daftar', 'cpns', 'menang', 'bangunan', 'sekolah', 'menang', 'menang', 'semua', 'deh', 'kalah', 'hanya', 'sda', 'kemakmuran']","['korup', 'menang', 'janji', 'kampanye', 'menang', 'neponya', 'menang', 'daftar', 'cpns', 'menang', 'bangun', 'sekolah', 'menang', 'menang', 'semua', 'deh', 'kalah', 'hanya', 'sda', 'makmur']","['korup', 'menang', 'janji', 'kampanye', 'menang', 'neponya', 'menang', 'daftar', 'cpns', 'menang', 'bangun', 'sekolah', 'menang', 'menang', 'semua', 'deh', 'kalah', 'hanya', 'sda', 'makmur']",-13,0
woe botak anjeng,woe botak anjeng,woe botak anjeng,woe botak anjeng,woe botak anjeng,"['woe', 'botak', 'anjeng']","['woe', 'botak', 'anjeng']","['woe', 'botak', 'anjeng']",-5,0
"1:36

Kupikir hp ku yang ngeframe",136 Kupikir hp ku yang ngeframe,136 kupikir hp ku yang ngeframe,136 kupikir hp ku yang ngeframe,136 kupikir hp ku ngeframe,"['136', 'kupikir', 'hp', 'ku', 'ngeframe']","['136', 'pikir', 'hp', 'ku', 'ngeframe']","['136', 'pikir', 'hp', 'ku', 'ngeframe']",-1,0
Indonesia adalah kunci 😅,Indonesia adalah kunci,indonesia adalah kunci,indonesia adalah kunci,indonesia kunci,"['indonesia', 'kunci']","['indonesia', 'kunci']","['indonesia', 'kunci']",3,1
"aku adalah orang ke seribu yang komen disini, cuma mau ketik ""MENYALA BANG RAYMOND""",aku adalah orang ke seribu yang komen disini cuma mau ketik MENYALA BANG RAYMOND,aku adalah orang ke seribu yang komen disini cuma mau ketik menyala bang raymond,aku adalah orang ke seribu yang komen disini hanya mau ketik menyala bang raymond,aku orang seribu komen disini hanya mau ketik menyala bang raymond,"['aku', 'orang', 'seribu', 'komen', 'disini', 'hanya', 'mau', 'ketik', 'menyala', 'bang', 'raymond']","['aku', 'orang', 'ribu', 'komen', 'sini', 'hanya', 'mau', 'ketik', 'nyala', 'bang', 'raymond']","['aku', 'orang', 'ribu', 'komen', 'sini', 'hanya', 'mau', 'ketik', 'nyala', 'bang', 'raymond']",2,1
TAMBAH   KACAU   ATAU  HANCUR  SEKARANG   BANYAK  KORUPSI  DIMANA MANA   RUPIAH MELEMAH DIKISARAN RP   15000 PER DOLAR,TAMBAH KACAU ATAU HANCUR SEKARANG BANYAK KORUPSI DIMANA MANA RUPIAH MELEMAH DIKISARAN RP 15000 PER DOLAR,tambah kacau atau hancur sekarang banyak korupsi dimana mana rupiah melemah dikisaran rp 15000 per dolar,tambah kacau atau hancur sekarang banyak korupsi dimana mana rupiah melemah dikisaran rp 15000 per dolar,tambah kacau hancur sekarang banyak korupsi dimana mana rupiah melemah dikisaran rp 15000 per dolar,"['tambah', 'kacau', 'hancur', 'sekarang', 'banyak', 'korupsi', 'dimana', 'mana', 'rupiah', 'melemah', 'dikisaran', 'rp', '15000', 'per', 'dolar']","['tambah', 'kacau', 'hancur', 'sekarang', 'banyak', 'korupsi', 'mana', 'mana', 'rupiah', 'lemah', 'kisar', 'rp', '15000', 'per', 'dolar']","['tambah', 'kacau', 'hancur', 'sekarang', 'banyak', 'korupsi', 'mana', 'mana', 'rupiah', 'lemah', 'kisar', 'rp', '15000', 'per', 'dolar']",0,1
"Gua setuju dengan lemond, liat banyak perusahaan kolaps gulung tikar, kebijakan/peraturan hukum pemerintah yang masih menguntungkan pejabat dan aparat koruptor, pendidikan yang tidak jelas bahkan kurikulum sekarang menurut saya, sdm yang kurang termotivasi atau tidak ada persaingan ketat (negara seperti china, korea, jepang, amerika, jerman persaingan sdm nya mengerikan bro lengah dikit di ganti orang lain kalau gak gak layak hidup)",Gua setuju dengan lemond liat banyak perusahaan kolaps gulung tikar kebijakanperaturan hukum pemerintah yang masih menguntungkan pejabat dan aparat koruptor pendidikan yang tidak jelas bahkan kurikulum sekarang menurut saya sdm yang kurang termotivasi atau tidak ada persaingan ketat negara seperti china korea jepang amerika jerman persaingan sdm nya mengerikan bro lengah dikit di ganti orang lain kalau gak gak layak hidup,gua setuju dengan lemond liat banyak perusahaan kolaps gulung tikar kebijakanperaturan hukum pemerintah yang masih menguntungkan pejabat dan aparat koruptor pendidikan yang tidak jelas bahkan kurikulum sekarang menurut saya sdm yang kurang termotivasi atau tidak ada persaingan ketat negara seperti china korea jepang amerika jerman persaingan sdm nya mengerikan bro lengah dikit di ganti orang lain kalau gak gak layak hidup,gua setuju dengan lemond liat banyak perusahaan kolaps gulung tikar kebijakanperaturan hukum pemerintah yang masih menguntungkan pejabat dan aparat koruptor pendidikan yang tidak jelas bahkan kurikulum sekarang menurut saya sdm yang kurang termotivasi atau tidak ada persaingan ketat negara seperti china korea jepang amerika jerman persaingan sdm nya mengerikan bro lengah dikit di ganti orang lain kalau tidak tidak layak hidup,gua setuju lemond liat banyak perusahaan kolaps gulung tikar kebijakanperaturan hukum pemerintah masih menguntungkan pejabat aparat koruptor pendidikan tidak jelas bahkan kurikulum sekarang menurut saya sdm kurang termotivasi tidak ada persaingan ketat negara seperti china korea jepang amerika jerman persaingan sdm mengerikan bro lengah dikit ganti orang lain kalau tidak tidak layak hidup,"['gua', 'setuju', 'lemond', 'liat', 'banyak', 'perusahaan', 'kolaps', 'gulung', 'tikar', 'kebijakanperaturan', 'hukum', 'pemerintah', 'masih', 'menguntungkan', 'pejabat', 'aparat', 'koruptor', 'pendidikan', 'tidak', 'jelas', 'bahkan', 'kurikulum', 'sekarang', 'menurut', 'saya', 'sdm', 'kurang', 'termotivasi', 'tidak', 'ada', 'persaingan', 'ketat', 'negara', 'seperti', 'china', 'korea', 'jepang', 'amerika', 'jerman', 'persaingan', 'sdm', 'mengerikan', 'bro', 'lengah', 'dikit', 'ganti', 'orang', 'lain', 'kalau', 'tidak', 'tidak', 'layak', 'hidup']","['gua', 'tuju', 'lemond', 'liat', 'banyak', 'usaha', 'kolaps', 'gulung', 'tikar', 'kebijakanperaturan', 'hukum', 'perintah', 'masih', 'untung', 'jabat', 'aparat', 'koruptor', 'didik', 'tidak', 'jelas', 'bahkan', 'kurikulum', 'sekarang', 'turut', 'saya', 'sdm', 'kurang', 'motivasi', 'tidak', 'ada', 'saing', 'ketat', 'negara', 'seperti', 'china', 'korea', 'jepang', 'amerika', 'jerman', 'saing', 'sdm', 'keri', 'bro', 'lengah', 'dikit', 'ganti', 'orang', 'lain', 'kalau', 'tidak', 'tidak', 'layak', 'hidup']","['gua', 'tuju', 'lemond', 'liat', 'banyak', 'usaha', 'kolaps', 'gulung', 'tikar', 'kebijakanperaturan', 'hukum', 'perintah', 'masih', 'untung', 'jabat', 'aparat', 'koruptor', 'didik', 'tidak', 'jelas', 'bahkan', 'kurikulum', 'sekarang', 'turut', 'saya', 'sdm', 'kurang', 'motivasi', 'tidak', 'ada', 'saing', 'ketat', 'negara', 'seperti', 'china', 'korea', 'jepang', 'amerika', 'jerman', 'saing', 'sdm', 'keri', 'bro', 'lengah', 'dikit', 'ganti', 'orang', 'lain', 'kalau', 'tidak', 'tidak', 'layak', 'hidup']",-67,0
"202242920061_Wahyuddin Sangaji, semoga implementasi kebijakan negara dapat terwujud.",202242920061_Wahyuddin Sangaji semoga implementasi kebijakan negara dapat terwujud,202242920061_wahyuddin sangaji semoga implementasi kebijakan negara dapat terwujud,202242920061_wahyuddin sangaji semoga implementasi kebijakan negara dapat terwujud,202242920061_wahyuddin sangaji semoga implementasi kebijakan negara dapat terwujud,"['202242920061_wahyuddin', 'sangaji', 'semoga', 'implementasi', 'kebijakan', 'negara', 'dapat', 'terwujud']","['202242920061 wahyuddin', 'sangaji', 'moga', 'implementasi', 'bijak', 'negara', 'dapat', 'wujud']","['202242920061', 'wahyuddin', 'sangaji', 'moga', 'implementasi', 'bijak', 'negara', 'dapat', 'wujud']",-2,0
Yang penting sih ga ada yang korupsi,Yang penting sih ga ada yang korupsi,yang penting sih ga ada yang korupsi,yang penting sih tidak ada yang korupsi,penting sih tidak ada korupsi,"['penting', 'sih', 'tidak', 'ada', 'korupsi']","['penting', 'sih', 'tidak', 'ada', 'korupsi']","['penting', 'sih', 'tidak', 'ada', 'korupsi']",-9,0
"Berenang di lautan fakta mau jadiin Indonesia Dinasti,, pemerintah"" nya hasil giveaway",Berenang di lautan fakta mau jadiin Indonesia Dinasti pemerintah nya hasil giveaway,berenang di lautan fakta mau jadiin indonesia dinasti pemerintah nya hasil giveaway,berenang di lautan fakta mau jadiin indonesia dinasti pemerintah nya hasil giveaway,berenang lautan fakta mau jadiin indonesia dinasti pemerintah hasil giveaway,"['berenang', 'lautan', 'fakta', 'mau', 'jadiin', 'indonesia', 'dinasti', 'pemerintah', 'hasil', 'giveaway']","['renang', 'laut', 'fakta', 'mau', 'jadiin', 'indonesia', 'dinasti', 'perintah', 'hasil', 'giveaway']","['renang', 'laut', 'fakta', 'mau', 'jadiin', 'indonesia', 'dinasti', 'perintah', 'hasil', 'giveaway']",2,1
Bisa jika orang2 jujur Dengan jabatannya,Bisa jika orang2 jujur Dengan jabatannya,bisa jika orang2 jujur dengan jabatannya,bisa jika orang2 jujur dengan jabatannya,bisa jika orang2 jujur jabatannya,"['bisa', 'jika', 'orang2', 'jujur', 'jabatannya']","['bisa', 'jika', 'orang2', 'jujur', 'jabat']","['bisa', 'jika', 'orang2', 'jujur', 'jabat']",0,1
Karena kalo Indonesia warga nya engak membelot ya bisa mentingin diri sendiri,Karena kalo Indonesia warga nya engak membelot ya bisa mentingin diri sendiri,karena kalo indonesia warga nya engak membelot ya bisa mentingin diri sendiri,karena kalo indonesia warga nya engak membelot ya bisa mentingin diri sendiri,karena kalo indonesia warga engak membelot bisa mentingin diri sendiri,"['karena', 'kalo', 'indonesia', 'warga', 'engak', 'membelot', 'bisa', 'mentingin', 'diri', 'sendiri']","['karena', 'kalo', 'indonesia', 'warga', 'engak', 'belot', 'bisa', 'mentingin', 'diri', 'sendiri']","['karena', 'kalo', 'indonesia', 'warga', 'engak', 'belot', 'bisa', 'mentingin', 'diri', 'sendiri']",-12,0
"Tetaplah kritis. Dan perbanyak diskusi masalah ekonomi dan managemen keuangan,biar tambah banyak yg pinter.",Tetaplah kritis Dan perbanyak diskusi masalah ekonomi dan managemen keuanganbiar tambah banyak yg pinter,tetaplah kritis dan perbanyak diskusi masalah ekonomi dan managemen keuanganbiar tambah banyak yg pinter,tetaplah kritis dan perbanyak diskusi masalah ekonomi dan managemen keuanganbiar tambah banyak yang pinter,tetaplah kritis perbanyak diskusi masalah ekonomi managemen keuanganbiar tambah banyak pinter,"['tetaplah', 'kritis', 'perbanyak', 'diskusi', 'masalah', 'ekonomi', 'managemen', 'keuanganbiar', 'tambah', 'banyak', 'pinter']","['tetap', 'kritis', 'banyak', 'diskusi', 'masalah', 'ekonomi', 'managemen', 'keuanganbiar', 'tambah', 'banyak', 'pinter']","['tetap', 'kritis', 'banyak', 'diskusi', 'masalah', 'ekonomi', 'managemen', 'keuanganbiar', 'tambah', 'banyak', 'pinter']",1,1
mohon info produsen video nya siapa,mohon info produsen video nya siapa,mohon info produsen video nya siapa,mohon info produsen video nya siapa,mohon info produsen video siapa,"['mohon', 'info', 'produsen', 'video', 'siapa']","['mohon', 'info', 'produsen', 'video', 'siapa']","['mohon', 'info', 'produsen', 'video', 'siapa']",-4,0
Waduh....koh raymond sedang memanggang,Waduhkoh raymond sedang memanggang,waduhkoh raymond sedang memanggang,waduhkoh raymond sedang memanggang,waduhkoh raymond sedang memanggang,"['waduhkoh', 'raymond', 'sedang', 'memanggang']","['waduhkoh', 'raymond', 'sedang', 'panggang']","['waduhkoh', 'raymond', 'sedang', 'panggang']",0,1
Akun fufufafa punya gibran rakabuming,Akun fufufafa punya gibran rakabuming,akun fufufafa punya gibran rakabuming,akun fufufafa punya gibran rakabuming,akun fufufafa punya gibran rakabuming,"['akun', 'fufufafa', 'punya', 'gibran', 'rakabuming']","['akun', 'fufufafa', 'punya', 'gibran', 'rakabuming']","['akun', 'fufufafa', 'punya', 'gibran', 'rakabuming']",3,1
